,sigmaritan,artistName,trackName,msPlayed,duration,minutes
59992,nicolae_gherman,The Beatles,All You Need Is Love - Remastered 2009,230386,230387.0,3.8397833333333335
59993,nicolae_gherman,RY X,Deliverance,230379,230380.0,3.8396666666666666
60004,vasile_papaluta,J-Wright,California Dreams,230375,230376.0,3.8396
60053,elena_timbur,Taylor Swift,Dress,229861,230373.0,3.83955
60054,nicolae_gherman,Red Hot Chili Peppers,Here Ever After,230342,230343.0,3.83905
60056,eduard_balamatiuc,One Direction,Perfect,230333,230333.0,3.8388833333333334
60060,arina_coroliuc,One Direction,Perfect,230333,230333.0,3.8388833333333334
60061,vasile_papaluta,One Direction,Perfect,230333,230333.0,3.8388833333333334
60078,arina_coroliuc,One Direction,If I Could Fly,230320,230320.0,3.8386666666666667
60080,elena_timbur,Delia,Cine m-a facut om mare,230303,230303.0,3.8383833333333333
60081,arina_coroliuc,Wrabel,The Village,230293,230293.0,3.838216666666667
60084,vlada_pulbere,Wrabel,The Village,230293,230293.0,3.838216666666667
60085,vasile_papaluta,Fraxo,Dead To Me (Ft. Lox Chatterbox),230282,230283.0,3.83805
60092,vlada_pulbere,Chase Atlantic,EMPTY,230266,230267.0,3.8377833333333333
60093,vasile_papaluta,Fearless Motivation,One Day It Will Be Over (Motivational Speech),230267,230267.0,3.8377833333333333
60094,arina_coroliuc,Kodaline,High Hopes,230266,230267.0,3.8377833333333333
60098,vlada_pulbere,Kodaline,High Hopes,230266,230267.0,3.8377833333333333
60099,arina_coroliuc,Kesha,Praying,230266,230267.0,3.8377833333333333
60100,elena_timbur,Linkin Park,BURN IT DOWN,230253,230253.0,3.83755
60104,vasile_papaluta,Linkin Park,BURN IT DOWN,230253,230253.0,3.83755
60105,denis_smocvin,Linkin Park,BURN IT DOWN,230253,230253.0,3.83755
60109,nicolae_gherman,Linkin Park,BURN IT DOWN,230253,230253.0,3.83755
60151,eduard_balamatiuc,Julie and the Phantoms Cast,Unsaid Emily (feat. Charlie Gillespie),230240,230241.0,3.83735
60152,elena_timbur,Julie and the Phantoms Cast,Unsaid Emily (feat. Charlie Gillespie),230240,230241.0,3.83735
60153,arina_coroliuc,Julie and the Phantoms Cast,Unsaid Emily (feat. Charlie Gillespie),230240,230241.0,3.83735
60156,arina_coroliuc,Alessia Cara,Scars To Your Beautiful,230226,230240.0,3.8373333333333335
60158,vlada_pulbere,Alessia Cara,Scars To Your Beautiful,230226,230240.0,3.8373333333333335
60171,elena_timbur,Alessia Cara,Scars To Your Beautiful,229882,230240.0,3.8373333333333335
60176,vasile_papaluta,Alessia Cara,Scars To Your Beautiful,230226,230240.0,3.8373333333333335
60196,eduard_balamatiuc,Alessia Cara,Scars To Your Beautiful,230226,230240.0,3.8373333333333335
60200,nicolae_gherman,Kings of Leon,Supersoaker,230226,230227.0,3.8371166666666667
60203,vasile_papaluta,Imagine Dragons,I’m So Sorry,230226,230227.0,3.8371166666666667
60204,vasile_papaluta,Kings of Leon,Supersoaker,230226,230227.0,3.8371166666666667
60205,elena_timbur,Imagine Dragons,I’m So Sorry,230226,230227.0,3.8371166666666667
60249,marius_purici,Miyagi & Andy Panda,Freeman,230222,230222.0,3.8370333333333333
60250,vasile_papaluta,Miyagi & Andy Panda,Freeman,230222,230222.0,3.8370333333333333
60273,alex_clefos,Vestron Vulture,New Wave Hookers,230191,230191.0,3.836516666666667
60274,vlada_pulbere,Melanie Martinez,Carousel,230160,230160.0,3.836
60275,vasile_papaluta,Melanie Martinez,Carousel,230160,230160.0,3.836
60276,marius_sclearuc,I Hear Sirens,Orsus,230160,230160.0,3.836
60277,andreea_covalevschi,Luna Amara,Dizident,230146,230147.0,3.8357833333333335
60286,arina_coroliuc,Leningrad,Экспонат,230138,230139.0,3.83565
60332,marius_sclearuc,Marius Moga,Pe Barba Mea,230136,230137.0,3.8356166666666667
60334,nicolae_gherman,Eve,Let Me Blow Ya Mind,230133,230133.0,3.83555
60346,vasile_papaluta,Lamb of God,Laid to Rest,230127,230127.0,3.83545
60347,vlada_pulbere,Aventura,Volví,230125,230125.0,3.8354166666666667
60348,vasile_papaluta,Unknown Brain,Say Goodbye,230117,230118.0,3.8353
60353,vladimir_stojoc,Hope Heights Jazz Band,I Wish You Love,230107,230108.0,3.8351333333333333
60354,vasile_papaluta,Bring Me The Horizon,Sleepwalking,230090,230093.0,3.8348833333333334
60360,nicolae_gherman,Kid Francescoli,Nopalitos,230089,230090.0,3.8348333333333335
60369,vasile_papaluta,2Scratch,Through the Night,230082,230083.0,3.8347166666666666
60380,andreea_covalevschi,Non Phixion,If You Got Love,230080,230080.0,3.8346666666666667
60403,arina_coroliuc,Kodaline,What It Is,230070,230070.0,3.8345
60404,vasile_papaluta,Fearless Motivation,Eagle or Turkey (Motivational Speech),230040,230040.0,3.834
60411,elena_timbur,Franz Schubert,"Piano Sonata No. 19 in C Minor, D. 958: I. Allegro",518962,230040.0,3.834
60412,alex_clefos,Serj Tankian,Empty Walls,230026,230027.0,3.8337833333333333
60413,andreea_covalevschi,Serj Tankian,Empty Walls,230026,230027.0,3.8337833333333333
60415,nicolae_gherman,Channel Tres,Topdown,230013,230013.0,3.83355
60419,vlada_pulbere,Chase Atlantic,Friends,230010,230011.0,3.8335166666666667
60422,elena_timbur,Chase Atlantic,Friends,230010,230011.0,3.8335166666666667
60424,vladimir_stojoc,Chase Atlantic,Friends,230010,230011.0,3.8335166666666667
60437,vasile_papaluta,Chase Atlantic,Friends,230010,230011.0,3.8335166666666667
60449,arina_coroliuc,Chase Atlantic,Friends,230010,230011.0,3.8335166666666667
60457,vasile_papaluta,Fearless Motivation,Remember Why You Started,230000,230000.0,3.8333333333333335
60487,vlada_pulbere,Johan Lindvall Trio,This Is Not About You,230000,230000.0,3.8333333333333335
60488,irina_tiora,Daughter,The Woods,230000,230000.0,3.8333333333333335
60502,vladimir_stojoc,NIKI,Chilly,230000,230000.0,3.8333333333333335
60531,irina_tiora,Thomas Loof,Dancing On My Own,230000,230000.0,3.8333333333333335
60541,alex_clefos,Message from Sylvia,Crystal Ball,229999,229999.0,3.8333166666666667
60556,arina_coroliuc,Bohnes,Middle Finger,229986,229986.0,3.8331
60557,vasile_papaluta,Bohnes,Middle Finger,229986,229986.0,3.8331
60564,nicolae_gherman,Tep No,Lana Del Dre,229970,229970.0,3.8328333333333333
60565,arina_coroliuc,Rhys Lewis,No Right To Love You,238066,229960.0,3.832666666666667
60566,andreea_covalevschi,Suicidal Tendencies,Institutionalized,229960,229960.0,3.832666666666667
60572,irina_tiora,The Lone Bellow,Good Times,229960,229960.0,3.832666666666667
60574,vasile_papaluta,Red Hot Chili Peppers,Nobody Weird Like Me - Remastered,229960,229960.0,3.832666666666667
60588,nicolae_gherman,Skid Row,18 and Life,229960,229960.0,3.832666666666667
60589,nicolae_gherman,Bass Drum of Death,Crawling After You,229946,229947.0,3.83245
60600,nicolae_gherman,JID,Surround Sound (feat. 21 Savage & Baby Tate),229938,229938.0,3.8323
60607,vlada_pulbere,Oh Wonder,Lose It,229934,229935.0,3.83225
60609,vasile_papaluta,Skillet,Feel Invincible,215624,229933.0,3.8322166666666666
60611,andreea_covalevschi,BUSOLA,Green Machine (Kyuss Cover),229933,229933.0,3.8322166666666666
60613,nicolae_gherman,Linkin Park,ROADS UNTRAVELED,229933,229933.0,3.8322166666666666
60615,elena_timbur,Linkin Park,ROADS UNTRAVELED,229933,229933.0,3.8322166666666666
60621,denis_smocvin,Skillet,Feel Invincible,229933,229933.0,3.8322166666666666
60625,lavinia_spinu,Skillet,Feel Invincible,229933,229933.0,3.8322166666666666
60628,denis_smocvin,Linkin Park,ROADS UNTRAVELED,229933,229933.0,3.8322166666666666
60652,nicolae_gherman,Pornofilmy,Молодая семья,229933,229933.0,3.8322166666666666
60654,alex_clefos,Catch Your Breath,Yesterday,229920,229920.0,3.832
60692,irina_tiora,The Shins,New Slang (When You Notice The Stripes),210209,229907.0,3.8317833333333335
60694,vasile_papaluta,Diddy,Can't Nobody Hold Me Down (feat. Mase) - 2014 Remaster,307906,229893.0,3.83155
60699,andreea_covalevschi,Jake Holmes,Dazed and Confused,229893,229893.0,3.83155
60714,vasile_papaluta,Green Day,99 Revolutions,229893,229893.0,3.83155
60721,nicolae_gherman,Нервы,Так как надо,229883,229883.0,3.831383333333333
60722,vasile_papaluta,The Underdog Project,Summer Jam 2003 - Remix,229880,229880.0,3.8313333333333333
60723,nicolae_gherman,SiR,Summer in November,229879,229880.0,3.8313333333333333
60726,vlada_pulbere,Dove Cameron,If Only,229813,229813.0,3.830216666666667
60727,vasile_papaluta,YBN Nahmir,2 Seater (feat. G-Eazy & Offset),229806,229806.0,3.8301
60728,vasile_papaluta,Caravan Palace,Lone Digger,229804,229805.0,3.8300833333333335
60732,lavinia_spinu,Caravan Palace,Lone Digger,229804,229805.0,3.8300833333333335
60922,nicolae_gherman,Black Pistol Fire,Where You Been Before,229784,229785.0,3.82975
60926,irina_tiora,The Lumineers,BRIGHTSIDE,229773,229773.0,3.82955
60927,nicolae_gherman,The Lumineers,BRIGHTSIDE,229773,229773.0,3.82955
60966,arina_coroliuc,for KING & COUNTRY,God Only Knows,229760,229760.0,3.8293333333333335
60967,eduard_balamatiuc,O-Zone,Despre tine,229746,229747.0,3.8291166666666667
60979,alex_clefos,Dubmood,The Scene Is Dead (MASTER BOOT RECORD Remix),229734,229735.0,3.8289166666666667
60980,vasile_papaluta,Little Mix,Woman Like Me (feat. Nicki Minaj),229720,229720.0,3.828666666666667
61104,marius_sclearuc,Glass Animals,Take A Slice,229717,229718.0,3.8286333333333333
61105,vasile_papaluta,Glass Animals,Take A Slice,229717,229718.0,3.8286333333333333
61107,vlada_pulbere,Glass Animals,Take A Slice,215033,229718.0,3.8286333333333333
61144,vasile_papaluta,ellipsis,Beating,229704,229705.0,3.8284166666666666
61156,vladimir_stojoc,Noize MC,26.04,229693,229693.0,3.8282166666666666
61157,denis_smocvin,Noize MC,26.04,223450,229693.0,3.8282166666666666
61162,vasile_papaluta,NF,CLOUDS - Edit,229687,229687.0,3.828116666666667
61164,nicolae_gherman,Arlo Parks,Cola,229685,229685.0,3.8280833333333333
61165,denis_smocvin,Macklemore & Ryan Lewis,Dance Off (feat. Idris Elba & Anderson .Paak),229680,229680.0,3.828
61166,vasile_papaluta,Okean Elzi,Obnimi (Remix),229670,229671.0,3.82785
61168,vlada_pulbere,Rainbow Kitten Surprise,Cocaine Jesus,229666,229667.0,3.8277833333333335
61169,andreea_covalevschi,PJ Harvey,This Is Love - Demo,229666,229667.0,3.8277833333333335
61171,vasile_papaluta,NF,THAT'S A JOKE,229656,229657.0,3.8276166666666667
61172,eduard_balamatiuc,NF,THAT'S A JOKE,229656,229657.0,3.8276166666666667
61179,arina_coroliuc,Hayley Kiyoko,Girls Like Girls,229655,229656.0,3.8276
61180,vlada_pulbere,Hayley Kiyoko,Girls Like Girls,229655,229656.0,3.8276
61181,denis_smocvin,Grey Daze,The Syndrome,229653,229653.0,3.82755
61185,vasile_papaluta,Fearless Motivation,Director (Motivational Speech),228498,229642.0,3.827366666666667
61204,nicolae_gherman,MGMT,Electric Feel,229640,229640.0,3.8273333333333333
61205,arina_coroliuc,Kelly Clarkson,Underneath the Tree,229640,229640.0,3.8273333333333333
61206,arina_coroliuc,Alex & Sierra,I Love You,229640,229640.0,3.8273333333333333
61221,vasile_papaluta,Kelly Clarkson,Underneath the Tree,229640,229640.0,3.8273333333333333
61222,irina_tiora,David Ramirez,My Love is a Hurricane,229613,229613.0,3.8268833333333334
61224,nicolae_gherman,BIA,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,304852,229601.0,3.8266833333333334
61225,vasile_papaluta,Zayde Wølf,Born Ready,229583,229583.0,3.8263833333333332
61226,vasile_papaluta,Ben Nicky,Raindrops - Avao Remix,229565,229565.0,3.8260833333333335
61227,nicolae_gherman,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564,229565.0,3.8260833333333335
61230,denis_smocvin,5 Seconds of Summer,Red Desert,229557,229557.0,3.82595
61233,eduard_balamatiuc,Grigory Leps,Я поднимаю руки,229552,229552.0,3.8258666666666667
61234,nicolae_gherman,RY X,YaYaYa,229533,229533.0,3.82555
61242,marius_sclearuc,Billy Talent,Devil on My Shoulder,229533,229533.0,3.82555
61250,vasile_papaluta,grandson,Darkside,229531,229531.0,3.8255166666666667
61251,vasile_papaluta,Wiz Khalifa,See You Again (feat. Charlie Puth),229525,229526.0,3.8254333333333332
61253,eduard_balamatiuc,Wiz Khalifa,See You Again (feat. Charlie Puth),229525,229526.0,3.8254333333333332
61254,arina_coroliuc,Wiz Khalifa,See You Again (feat. Charlie Puth),229525,229526.0,3.8254333333333332
61265,marius_purici,Wiz Khalifa,See You Again (feat. Charlie Puth),229525,229526.0,3.8254333333333332
61268,nicolae_gherman,Carlos Vives,La Bicicleta,227706,229510.0,3.8251666666666666
61269,eduard_balamatiuc,Pitbull,Feel This Moment (feat. Christina Aguilera),229506,229507.0,3.8251166666666667
61271,vasile_papaluta,Pitbull,Feel This Moment (feat. Christina Aguilera),229506,229507.0,3.8251166666666667
61272,arina_coroliuc,Pitbull,Feel This Moment (feat. Christina Aguilera),229506,229507.0,3.8251166666666667
61273,elena_timbur,Pitbull,Feel This Moment (feat. Christina Aguilera),229506,229507.0,3.8251166666666667
61294,nicolae_dubenco,Pitbull,Feel This Moment (feat. Christina Aguilera),229506,229507.0,3.8251166666666667
61305,vasile_papaluta,Rage Against The Machine,Bulls On Parade,229466,229467.0,3.82445
61307,nicolae_gherman,Pearl Jam,Superblood Wolfmoon,229466,229467.0,3.82445
61308,irina_tiora,David Vertesi,Waste,229465,229465.0,3.8244166666666666
61309,nicolae_gherman,Nothing But Thieves,Hostage,229440,229440.0,3.824
61318,elena_timbur,Linkin Park,A LIGHT THAT NEVER COMES,229439,229439.0,3.8239833333333335
61322,irina_tiora,Ghost Soul Trio,Pantherland,229434,229435.0,3.823916666666667
61323,vladimir_stojoc,Billie Eilish,hostage,353214,229426.0,3.8237666666666668
61324,eduard_balamatiuc,Billie Eilish,hostage,229425,229426.0,3.8237666666666668
61368,vasile_papaluta,Hope Tala,Party Sickness,229414,229414.0,3.823566666666667
61378,vasile_papaluta,Fall Out Boy,Beat It,229400,229400.0,3.8233333333333333
61379,andreea_covalevschi,Gasoline,Diesel Ride,229400,229400.0,3.8233333333333333
61381,arina_coroliuc,A Great Big World,Say Something,229400,229400.0,3.8233333333333333
61390,arina_coroliuc,Jacques Brel,Ne me quitte pas,229400,229400.0,3.8233333333333333
61400,arina_coroliuc,Алексей Горшенев,Шальная жизнь,209457,229399.0,3.8233166666666665
61401,nicolae_gherman,Tep No,"Karma, You Got Owned",229387,229388.0,3.8231333333333333
61403,andreea_covalevschi,Cryptic Slaughter,Tables are Turned,229386,229387.0,3.8231166666666665
61404,nicolae_gherman,Dreamville,LamboTruck (with Cozz feat. REASON & Childish Major),229386,229387.0,3.8231166666666665
61409,alex_clefos,Disturbed,Deceiver,229360,229360.0,3.8226666666666667
61414,vasile_papaluta,Luis Fonsi,Despacito,229360,229360.0,3.8226666666666667
61417,vasile_papaluta,Pitbull,Time of Our Lives,229360,229360.0,3.8226666666666667
61440,arina_coroliuc,Pitbull,Time of Our Lives,229360,229360.0,3.8226666666666667
61541,arina_coroliuc,Luis Fonsi,Despacito,289652,229360.0,3.8226666666666667
61547,elena_timbur,Pitbull,Time of Our Lives,229360,229360.0,3.8226666666666667
61579,marius_purici,Luis Fonsi,Despacito,229360,229360.0,3.8226666666666667
61603,irina_tiora,Stillwater Sound,Karma,229348,229348.0,3.8224666666666667
61606,nicolae_gherman,Cage The Elephant,Come A Little Closer,229346,229347.0,3.82245
61609,alex_clefos,No Resolve,Love Me to Death,229333,229333.0,3.822216666666667
61628,arina_coroliuc,RANDI,Visator,229278,229329.0,3.82215
61629,eduard_balamatiuc,Lana Del Rey,Love song,229325,229326.0,3.8221
61630,vasile_papaluta,Khalid,Better,229400,229320.0,3.822
61632,elena_timbur,The Script,Flares,229320,229320.0,3.822
61633,irina_tiora,Death Cab for Cutie,When We Drive,229306,229307.0,3.8217833333333333
61634,elena_timbur,Parazitii,Din coltul blocului,229306,229307.0,3.8217833333333333
61635,vasile_papaluta,Tommee Profitt,Heart Of The Darkness,229253,229254.0,3.8209
61638,vlada_pulbere,Stephen Onprachanh,Dear Love,229230,229231.0,3.820516666666667
61641,elena_timbur,Olivia Rodrigo,traitor,229226,229227.0,3.82045
61642,arina_coroliuc,Olivia Rodrigo,traitor,229226,229227.0,3.82045
61644,eduard_balamatiuc,Olivia Rodrigo,traitor,229226,229227.0,3.82045
61645,nicolae_gherman,A Tribe Called Quest,1nce Again (feat. Tammy Lucas) - Radio Version,229226,229227.0,3.82045
61689,irina_tiora,THE NEVERLY BOYS,Never Come Down,229213,229213.0,3.8202166666666666
61691,vasile_papaluta,Skillet,Set It Off,229200,229200.0,3.82
61694,nicolae_gherman,Calvin Harris,Giant (with Rag'n'Bone Man),229184,229184.0,3.819733333333333
61696,vasile_papaluta,Calvin Harris,Giant (with Rag'n'Bone Man),229184,229184.0,3.819733333333333
61698,marius_sclearuc,Molchat Doma,Коммерсанты,229183,229183.0,3.819716666666667
61699,vlada_pulbere,Seafret,Atlantis,229173,229173.0,3.81955
61704,vasile_papaluta,Seafret,Atlantis,229173,229173.0,3.81955
61709,arina_coroliuc,Seafret,Atlantis,229173,229173.0,3.81955
61711,arina_coroliuc,Pavel Stratan,Eu Beu,229173,229173.0,3.81955
61715,vasile_papaluta,Skillet,Brave,229160,229160.0,3.8193333333333332
61718,eduard_balamatiuc,Tom Grennan,Don't Break the Heart,229133,229133.0,3.8188833333333334
61719,vladimir_stojoc,Twenty One Pilots,My Blood,229120,229120.0,3.8186666666666667
61720,nicolae_gherman,Radiohead,No Surprises,229120,229120.0,3.8186666666666667
61723,vladimir_stojoc,Twenty One Pilots,Screen,229120,229120.0,3.8186666666666667
61725,vasile_papaluta,Radiohead,No Surprises,229120,229120.0,3.8186666666666667
61728,vasile_papaluta,Gooseworx,Slutty Spider Polka Pop (Angel Dust Theme),264291,229110.0,3.8185
61731,vasile_papaluta,One Direction,More Than This,229106,229107.0,3.81845
61737,alex_clefos,Fivefold,Lost Within,229093,229093.0,3.818216666666667
61746,nicolae_gherman,Moby,South Side,229093,229093.0,3.818216666666667
61761,vasile_papaluta,Fivefold,Lost Within,229093,229093.0,3.818216666666667
61824,vasile_papaluta,Fall Out Boy,"Sugar, We're Goin Down",229093,229093.0,3.818216666666667
61830,irina_tiora,Coldplay,Birds,229093,229093.0,3.818216666666667
61852,elena_timbur,Selena Gomez,Same Old Love,228869,229080.0,3.818
61853,arina_coroliuc,Kodaline,Sometimes,228275,229064.0,3.8177333333333334
61854,vasile_papaluta,Panic! At The Disco,Dying in LA,229053,229053.0,3.81755
61922,vasile_papaluta,One Direction,Where Do Broken Hearts Go,229040,229040.0,3.8173333333333335
61928,nicolae_gherman,AnnenMayKantereit,Du bist anders,229018,229018.0,3.8169666666666666
61942,alex_clefos,Disturbed,Tyrant,229013,229013.0,3.816883333333333
61996,vasile_papaluta,Unknown Brain,Circles,229005,229005.0,3.81675
62000,andreea_covalevschi,Voivod,Cockroaches,229000,229000.0,3.816666666666667
62001,eduard_balamatiuc,HammAli & Navai,Ты позвонишь ночью,229000,229000.0,3.816666666666667
62003,vladimir_stojoc,Twenty One Pilots,The Run and Go,229000,229000.0,3.816666666666667
62004,vasile_papaluta,Royal Deluxe,I'm A Wanted Man,228986,228987.0,3.81645
62005,elena_timbur,Royal Deluxe,I'm A Wanted Man,228951,228987.0,3.81645
62006,nicolae_gherman,Alternosfera,Amanet,228982,228983.0,3.8163833333333335
62007,arina_coroliuc,Alternosfera,Amanet,228982,228983.0,3.8163833333333335
62022,marius_sclearuc,Alternosfera,Amanet,228982,228983.0,3.8163833333333335
62026,vasile_papaluta,Unlike Pluto,Everything Black,228979,228980.0,3.816333333333333
62041,nicolae_gherman,Klangkarussell,Netzwerk (Falls Like Rain),228973,228973.0,3.8162166666666666
62044,irina_tiora,The Black Keys,Going Down South,228972,228973.0,3.8162166666666666
62069,vasile_papaluta,Paul Gannon,I'm Alone in the dark,228963,228963.0,3.81605
62070,vasile_papaluta,G-Eazy,Pick Me Up,228960,228960.0,3.816
62071,vasile_papaluta,Fearless Motivation,They Do Not Define Me (Motivational Speech),228958,228958.0,3.8159666666666667
62072,denis_smocvin,Skylar Grey,Wreak Havoc,228947,228947.0,3.8157833333333335
62073,irina_tiora,filous,Hey Love,228916,228917.0,3.8152833333333334
62074,vasile_papaluta,Ashes Remain,Without You,228906,228907.0,3.8151166666666665
62082,elena_timbur,Katy Perry,Unconditionally,228878,228879.0,3.81465
62086,vasile_papaluta,Fearless Motivation,Focus,244663,228871.0,3.8145166666666666
62087,vasile_papaluta,Fearless Motivation,Focus: Gym Motivation,228871,228871.0,3.8145166666666666
62090,alex_clefos,Breaking Benjamin,Angels Fall,228866,228867.0,3.81445
62096,irina_tiora,Henry Jamison,Still Life (feat. Joseph),233768,228867.0,3.81445
62107,irina_tiora,The Crane Wives,Curses,228853,228853.0,3.814216666666667
62108,vladimir_stojoc,Masters of Binaurality,100-150 Hz Pads,228844,228844.0,3.8140666666666667
62109,irina_tiora,The Technicolors,Shotgun Betty,228829,228830.0,3.813833333333333
62110,marius_purici,Luis Fonsi,Despacito - Remix,230413,228827.0,3.8137833333333333
62111,andreea_covalevschi,The Offspring,Dirty Magic - 2008 Remaster,228826,228827.0,3.8137833333333333
62112,vasile_papaluta,Luis Fonsi,Despacito - Remix,230413,228827.0,3.8137833333333333
62113,arina_coroliuc,Matroda,Revelation,228814,228814.0,3.8135666666666665
62114,elena_timbur,Our Last Night,Bad Habits,228809,228810.0,3.8135
62116,andreea_covalevschi,bôa,Twilight,228800,228800.0,3.8133333333333335
62121,irina_tiora,Sonya Belousova,Here's Your Destiny,228800,228800.0,3.8133333333333335
62131,vlada_pulbere,Chase Atlantic,Swim,228786,228787.0,3.8131166666666667
62141,vasile_papaluta,Chase Atlantic,Swim,228786,228787.0,3.8131166666666667
62146,vladimir_stojoc,Chase Atlantic,Swim,228786,228787.0,3.8131166666666667
62150,vasile_papaluta,Fearless Motivation,The Painful Truth (Motivational Speech),228759,228760.0,3.812666666666667
62151,vasile_papaluta,Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,228760.0,3.812666666666667
62159,nicolae_gherman,Kodak Black,ZEZE (feat. Travis Scott & Offset),228759,228760.0,3.812666666666667
62167,irina_tiora,Ruby Gilbert,"Oh, Bones",228721,228722.0,3.8120333333333334
62169,andreea_covalevschi,The Kills,Love Is A Deserter,228720,228720.0,3.812
62171,vasile_papaluta,Pitbull,El Taxi,248933,228709.0,3.8118166666666666
62172,arina_coroliuc,One-T,The Magic Key,228706,228707.0,3.8117833333333335
62174,vladimir_stojoc,Killstation,FIXED,228701,228702.0,3.8117
62176,eduard_balamatiuc,Grigory Leps,Гоп-стоп,228693,228693.0,3.81155
62177,vasile_papaluta,Fearless Motivation,Legacy (Motivational Speech),228685,228686.0,3.8114333333333335
62189,arina_coroliuc,Fonseca,Te Mando Flores,228680,228680.0,3.8113333333333332
62190,marius_sclearuc,Sufjan Stevens,Lamentation I,221081,228676.0,3.8112666666666666
62191,irina_tiora,Sigrid,Focus - Demo,228673,228673.0,3.8112166666666667
62194,nicolae_gherman,The Rolling Stones,Brown Sugar,229173,228667.0,3.8111166666666665
62195,andreea_covalevschi,The Rolling Stones,Brown Sugar - 2009 Remaster,228666,228667.0,3.8111166666666665
62201,vasile_papaluta,Tommee Profitt,Rescue,228666,228667.0,3.8111166666666665
62226,arina_coroliuc,Los Types,I Heard The Bells On Christmas Day,228658,228659.0,3.810983333333333
62227,vasile_papaluta,JAY-Z,The Ruler's Back,228626,228627.0,3.81045
62228,denis_smocvin,3 Doors Down,Let Me Be Myself,228626,228627.0,3.81045
62230,vasile_papaluta,KEAN DYSSO,Nasty Madman,228613,228613.0,3.810216666666667
62264,irina_tiora,The Sidh,Shake That Bagpipe,228613,228613.0,3.810216666666667
62338,andreea_covalevschi,Mastodon,Blood and Thunder,228586,228587.0,3.8097833333333333
62339,marius_sclearuc,Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",238746,228587.0,3.8097833333333333
62340,nicolae_gherman,Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",228586,228587.0,3.8097833333333333
62342,eduard_balamatiuc,МОТ,Капкан,206366,228571.0,3.8095166666666667
62344,marius_purici,Cheloo,In Corpore Sano,236210,228560.0,3.8093333333333335
62345,arina_coroliuc,Agnes Obel,Riverside,228546,228547.0,3.8091166666666667
62346,nicolae_gherman,Houdini,Backseat,228545,228545.0,3.809083333333333
62349,marius_sclearuc,Mashina Vremeni,Костер,228533,228533.0,3.808883333333333
62350,vasile_papaluta,Adam Lambert,Runnin',228533,228533.0,3.808883333333333
62352,marius_sclearuc,The Box Tops,Call Me,221039,228533.0,3.808883333333333
62382,denis_smocvin,Lindsey Stirling,The Upside (feat. Elle King),228501,228502.0,3.8083666666666667
62383,eduard_balamatiuc,Ariana Grande,Stuck with U (with Justin Bieber),229167,228482.0,3.8080333333333334
62390,elena_timbur,Ariana Grande,Stuck with U (with Justin Bieber),228482,228482.0,3.8080333333333334
62397,arina_coroliuc,Passenger,Simple Song,228480,228480.0,3.808
62398,vasile_papaluta,Drake,Love All (with JAY-Z),228461,228461.0,3.8076833333333333
62400,vasile_papaluta,Miyagi & Andy Panda,Мало нам,228458,228459.0,3.80765
62402,marius_sclearuc,God Is An Astronaut,A Deafening Distance,228453,228453.0,3.80755
62411,nicolae_gherman,God Is An Astronaut,A Deafening Distance,228453,228453.0,3.80755
62415,arina_coroliuc,Jaymes Young,Happiest Year,228442,228443.0,3.807383333333333
62417,vlada_pulbere,Jaymes Young,Happiest Year,228442,228443.0,3.807383333333333
62420,arina_coroliuc,Naeleck,Heroes,286265,228434.0,3.8072333333333335
62421,vladimir_stojoc,Rich Brian,Cold,228432,228433.0,3.8072166666666667
62603,vasile_papaluta,Prismo,Someday,228409,228409.0,3.8068166666666667
62607,andreea_covalevschi,Carousel,Jeweler's Daughter,228400,228400.0,3.8066666666666666
62616,nicolae_gherman,Fever Ray,If I Had a Heart,228400,228400.0,3.8066666666666666
62617,arina_coroliuc,Kurt Hugo Schneider,Sweater Weather,228387,228387.0,3.80645
62620,marius_purici,Kurt Hugo Schneider,Sweater Weather,228387,228387.0,3.80645
62622,nicolae_gherman,Flume,Warm Thoughts,228376,228376.0,3.8062666666666667
62623,vladimir_stojoc,AJR,3 O'Clock Things,228373,228373.0,3.806216666666667
62624,vladimir_stojoc,The Weeknd,Call Out My Name,228373,228373.0,3.806216666666667
62630,denis_smocvin,The Weeknd,Call Out My Name,228373,228373.0,3.806216666666667
62642,arina_coroliuc,The Weeknd,Call Out My Name,228373,228373.0,3.806216666666667
62666,vasile_papaluta,The Weeknd,Call Out My Name,228373,228373.0,3.806216666666667
62679,nicolae_gherman,Ghostly Kisses,J'ai demandé à la lune,313724,228364.0,3.8060666666666667
62680,elena_timbur,Fall Out Boy,Centuries,228360,228360.0,3.806
62681,vasile_papaluta,Fall Out Boy,Centuries,228360,228360.0,3.806
62687,denis_smocvin,Fall Out Boy,Centuries,228360,228360.0,3.806
62688,eduard_balamatiuc,Fall Out Boy,Centuries,228360,228360.0,3.806
62690,arina_coroliuc,Fall Out Boy,Centuries,228360,228360.0,3.806
62701,vladimir_stojoc,Fall Out Boy,Centuries,456260,228360.0,3.806
62719,vasile_papaluta,Chris Brown,Came To Do (feat. Akon),228360,228360.0,3.806
62742,andreea_covalevschi,Pantera,10's,289893,228347.0,3.8057833333333333
